Feature,Importance
Est-712110,0.0
Pay-712110,0.0
Emp-712120,0.0
Est-712120,0.0
Pay-712120,0.0
Emp-712130,0.0
Est-712130,0.0
Pay-712130,0.0
Emp-712190,0.0
Est-712190,0.0
Pay-712190,0.0
Emp-713110,0.0
Est-713110,0.0
Pay-713110,0.0
Emp-713120,0.0
Est-713120,0.0
Pay-713120,0.0
Emp-713290,0.0
Est-713290,0.0
Pay-713290,0.0
Emp-713910,1.0
Est-713910,1.0
Pay-713910,0.0
Emp-713920,0.0
Est-713920,0.0
Pay-713920,0.0
Emp-713930,4.0
Est-713930,3.0
Pay-713930,2.0
Emp-713940,0.0
Est-713940,0.0
Pay-713940,0.0
Emp-713950,0.0
Est-713950,2.0
Pay-713950,0.0
Emp-713990,0.0
Est-713990,0.0
Pay-713990,0.0
Emp-721110,3.0
Est-721110,0.0
Pay-721110,0.0
Emp-721191,0.0
Est-721191,0.0
Pay-721191,0.0
Emp-721199,0.0
Est-721199,0.0
Pay-721199,0.0
Emp-721211,0.0
Est-721211,0.0
Pay-721211,1.0
Emp-721214,0.0
Est-721214,0.0
Pay-721214,0.0
Emp-721310,0.0
Est-721310,0.0
Pay-721310,0.0
Emp-722310,0.0
Est-722310,0.0
Pay-722310,0.0
Emp-722320,0.0
Est-722320,0.0
Pay-722320,0.0
Emp-722330,0.0
Est-722330,0.0
Pay-722330,0.0
Emp-722410,0.0
Est-722410,2.0
Pay-722410,1.0
Emp-722511,0.0
Est-722511,0.0
Pay-722511,0.0
Emp-722513,0.0
Est-722513,0.0
Pay-722513,0.0
Emp-722514,0.0
Est-722514,0.0
Pay-722514,0.0
Emp-722515,0.0
Est-722515,0.0
Pay-722515,0.0
Emp-811111,0.0
Est-811111,1.0
Pay-811111,0.0
Emp-811113,0.0
Est-811113,0.0
Pay-811113,0.0
Emp-811118,0.0
Est-811118,0.0
Pay-811118,0.0
Emp-811121,0.0
Est-811121,1.0
Pay-811121,0.0
Emp-811122,0.0
Est-811122,0.0
Pay-811122,0.0
Emp-811191,0.0
Est-811191,0.0
Pay-811191,0.0
Emp-811192,0.0
Est-811192,0.0
Pay-811192,0.0
Emp-811198,0.0
Est-811198,0.0
Pay-811198,0.0
Emp-811212,0.0
Est-811212,0.0
Pay-811212,0.0
Emp-811219,0.0
Est-811219,0.0
Pay-811219,0.0
Emp-811310,0.0
Est-811310,0.0
Pay-811310,0.0
Emp-811411,0.0
Est-811411,0.0
Pay-811411,0.0
Emp-811412,0.0
Est-811412,0.0
Pay-811412,0.0
Emp-811420,0.0
Est-811420,0.0
Pay-811420,0.0
Emp-811430,0.0
Est-811430,0.0
Pay-811430,0.0
Emp-811490,0.0
Est-811490,0.0
Pay-811490,0.0
Emp-812111,0.0
Est-812111,0.0
Pay-812111,0.0
Emp-812112,0.0
Est-812112,0.0
Pay-812112,0.0
Emp-812113,0.0
Est-812113,0.0
Pay-812113,0.0
Emp-812199,0.0
Est-812199,0.0
Pay-812199,0.0
Emp-812210,0.0
Est-812210,0.0
Pay-812210,0.0
Emp-812220,0.0
Est-812220,0.0
Pay-812220,0.0
Emp-812310,0.0
Est-812310,0.0
Pay-812310,0.0
Emp-812320,0.0
Est-812320,0.0
Pay-812320,0.0
Emp-812332,0.0
Est-812332,0.0
Pay-812332,0.0
Emp-812910,0.0
Est-812910,0.0
Pay-812910,0.0
Emp-812930,0.0
Est-812930,0.0
Pay-812930,0.0
Emp-812990,0.0
Est-812990,0.0
Pay-812990,0.0
Emp-813110,0.0
Est-813110,0.0
Pay-813110,0.0
Emp-813211,0.0
Est-813211,0.0
Pay-813211,0.0
Emp-813212,0.0
Est-813212,0.0
Pay-813212,0.0
Emp-813219,0.0
Est-813219,0.0
Pay-813219,0.0
Emp-813311,0.0
Est-813311,0.0
Pay-813311,0.0
Emp-813312,1.0
Est-813312,0.0
Pay-813312,0.0
Emp-813319,0.0
Est-813319,0.0
Pay-813319,0.0
Emp-813410,2.0
Est-813410,3.0
Pay-813410,2.0
Emp-813910,0.0
Est-813910,0.0
Pay-813910,0.0
Emp-813920,0.0
Est-813920,0.0
Pay-813920,0.0
Emp-813930,0.0
Est-813930,0.0
Pay-813930,0.0
Emp-813940,0.0
Est-813940,0.0
Pay-813940,0.0
Emp-813990,0.0
Est-813990,0.0
Pay-813990,0.0
Emp-311421,0.0
Est-311421,0.0
Pay-311421,0.0
Emp-314120,0.0
Est-314120,0.0
Pay-314120,0.0
Emp-316992,0.0
Est-316992,0.0
Pay-316992,0.0
Emp-316998,0.0
Est-316998,0.0
Pay-316998,0.0
Emp-325413,0.0
Est-325413,0.0
Pay-325413,0.0
Emp-332216,0.0
Est-332216,0.0
Pay-332216,0.0
Emp-334413,0.0
Est-334413,0.0
Pay-334413,0.0
Emp-339920,0.0
Est-339920,0.0
Pay-339920,0.0
Emp-424470,0.0
Est-424470,0.0
Pay-424470,0.0
Emp-493190,0.0
Est-493190,0.0
Pay-493190,0.0
Emp-522291,0.0
Est-522291,0.0
Pay-522291,0.0
Emp-114119,0.0
Est-114119,0.0
Pay-114119,0.0
Emp-212321,0.0
Est-212321,3.0
Pay-212321,0.0
Emp-236116,0.0
Est-236116,0.0
Pay-236116,0.0
Emp-327215,0.0
Est-327215,0.0
Pay-327215,0.0
Emp-333415,0.0
Est-333415,0.0
Pay-333415,0.0
Emp-333515,0.0
Est-333515,0.0
Pay-333515,0.0
Emp-711410,0.0
Est-711410,0.0
Pay-711410,0.0
Emp-311991,0.0
Est-311991,0.0
Pay-311991,0.0
Emp-312111,0.0
Est-312111,0.0
Pay-312111,0.0
Emp-324121,0.0
Est-324121,0.0
Pay-324121,0.0
Emp-325411,0.0
Est-325411,0.0
Pay-325411,0.0
Emp-325412,0.0
Est-325412,0.0
Pay-325412,0.0
Emp-325620,0.0
Est-325620,0.0
Pay-325620,0.0
Emp-483212,0.0
Est-483212,0.0
Pay-483212,0.0
Emp-488210,0.0
Est-488210,0.0
Pay-488210,0.0
Emp-525990,0.0
Est-525990,0.0
Pay-525990,0.0
Emp-236210,0.0
Est-236210,0.0
Pay-236210,0.0
Emp-339113,0.0
Est-339113,0.0
Pay-339113,0.0
Emp-485999,0.0
Est-485999,0.0
Pay-485999,0.0
Emp-541199,0.0
Est-541199,0.0
Pay-541199,0.0
Emp-541850,0.0
Est-541850,0.0
Pay-541850,0.0
Emp-562212,0.0
Est-562212,0.0
Pay-562212,0.0
Emp-115114,0.0
Est-115114,0.0
Pay-115114,0.0
Emp-211120,0.0
Est-211120,0.0
Pay-211120,0.0
Emp-212311,0.0
Est-212311,0.0
Pay-212311,0.0
Emp-212312,0.0
Est-212312,0.0
Pay-212312,0.0
Emp-213112,0.0
Est-213112,0.0
Pay-213112,0.0
Emp-221112,0.0
Est-221112,0.0
Pay-221112,0.0
Emp-221113,0.0
Est-221113,0.0
Pay-221113,0.0
Emp-221114,0.0
Est-221114,0.0
Pay-221114,0.0
Emp-221115,0.0
Est-221115,0.0
Pay-221115,0.0
Emp-221320,0.0
Est-221320,0.0
Pay-221320,0.0
Emp-221330,0.0
Est-221330,0.0
Pay-221330,0.0
Emp-311119,0.0
Est-311119,0.0
Pay-311119,0.0
Emp-311340,0.0
Est-311340,0.0
Pay-311340,0.0
Emp-311351,0.0
Est-311351,0.0
Pay-311351,0.0
Emp-311412,0.0
Est-311412,0.0
Pay-311412,0.0
Emp-311422,0.0
Est-311422,0.0
Pay-311422,0.0
Emp-311511,0.0
Est-311511,0.0
Pay-311511,0.0
Emp-311513,0.0
Est-311513,0.0
Pay-311513,0.0
Emp-311520,0.0
Est-311520,0.0
Pay-311520,0.0
Emp-311615,0.0
Est-311615,0.0
Pay-311615,0.0
Emp-311813,0.0
Est-311813,0.0
Pay-311813,0.0
Emp-311821,0.0
Est-311821,0.0
Pay-311821,0.0
Emp-311824,0.0
Est-311824,0.0
Pay-311824,0.0
Emp-311919,0.0
Est-311919,0.0
Pay-311919,0.0
Emp-311942,0.0
Est-311942,0.0
Pay-311942,0.0
Emp-311999,0.0
Est-311999,0.0
Pay-311999,0.0
Emp-312230,0.0
Est-312230,0.0
Pay-312230,0.0
Emp-313220,0.0
Est-313220,0.0
Pay-313220,0.0
Emp-313240,0.0
Est-313240,0.0
Pay-313240,0.0
Emp-313310,0.0
Est-313310,0.0
Pay-313310,0.0
Emp-315190,0.0
Est-315190,0.0
Pay-315190,0.0
Emp-315210,0.0
Est-315210,0.0
Pay-315210,0.0
Emp-315220,0.0
Est-315220,0.0
Pay-315220,0.0
Emp-315240,0.0
Est-315240,0.0
Pay-315240,0.0
Emp-315280,0.0
Est-315280,0.0
Pay-315280,0.0
Emp-316110,0.0
Est-316110,0.0
Pay-316110,0.0
Emp-321911,0.0
Est-321911,0.0
Pay-321911,0.0
Emp-322121,0.0
Est-322121,0.0
Pay-322121,0.0
Emp-322211,0.0
Est-322211,0.0
Pay-322211,0.0
Emp-322212,0.0
Est-322212,0.0
Pay-322212,0.0
Emp-322219,0.0
Est-322219,0.0
Pay-322219,0.0
Emp-322220,0.0
Est-322220,0.0
Pay-322220,0.0
Emp-322230,0.0
Est-322230,0.0
Pay-322230,0.0
Emp-322291,0.0
Est-322291,0.0
Pay-322291,0.0
Emp-322299,0.0
Est-322299,0.0
Pay-322299,0.0
Emp-323117,0.0
Est-323117,0.0
Pay-323117,0.0
Emp-323120,0.0
Est-323120,0.0
Pay-323120,0.0
Emp-325120,0.0
Est-325120,0.0
Pay-325120,0.0
Emp-325180,0.0
Est-325180,0.0
Pay-325180,0.0
Emp-325199,0.0
Est-325199,0.0
Pay-325199,0.0
Emp-325211,0.0
Est-325211,0.0
Pay-325211,0.0
Emp-325314,0.0
Est-325314,0.0
Pay-325314,0.0
Emp-325510,0.0
Est-325510,0.0
Pay-325510,0.0
Emp-325520,0.0
Est-325520,0.0
Pay-325520,0.0
Emp-325611,0.0
Est-325611,0.0
Pay-325611,0.0
Emp-325612,0.0
Est-325612,0.0
Pay-325612,0.0
Emp-325910,0.0
Est-325910,0.0
Pay-325910,0.0
Emp-325991,0.0
Est-325991,0.0
Pay-325991,0.0
Emp-325992,0.0
Est-325992,0.0
Pay-325992,0.0
Emp-325998,0.0
Est-325998,0.0
Pay-325998,0.0
Emp-326111,0.0
Est-326111,0.0
Pay-326111,0.0
Emp-326112,0.0
Est-326112,0.0
Pay-326112,0.0
Emp-326113,0.0
Est-326113,0.0
Pay-326113,0.0
Emp-326121,0.0
Est-326121,0.0
Pay-326121,0.0
Emp-326140,0.0
Est-326140,0.0
Pay-326140,0.0
Emp-326191,0.0
Est-326191,0.0
Pay-326191,0.0
Emp-326291,0.0
Est-326291,0.0
Pay-326291,0.0
Emp-326299,0.0
Est-326299,0.0
Pay-326299,0.0
Emp-327120,0.0
Est-327120,0.0
Pay-327120,0.0
Emp-327212,0.0
Est-327212,0.0
Pay-327212,0.0
Emp-327331,0.0
Est-327331,0.0
Pay-327331,0.0
Emp-327420,0.0
Est-327420,0.0
Pay-327420,0.0
Emp-327910,0.0
Est-327910,0.0
Pay-327910,0.0
Emp-327999,0.0
Est-327999,0.0
Pay-327999,0.0
Emp-331110,0.0
Est-331110,0.0
Pay-331110,0.0
Emp-331221,0.0
Est-331221,0.0
Pay-331221,0.0
Emp-331410,0.0
Est-331410,0.0
Pay-331410,0.0
Emp-331420,0.0
Est-331420,0.0
Pay-331420,0.0
Emp-331491,0.0
Est-331491,0.0
Pay-331491,0.0
Emp-331492,0.0
Est-331492,0.0
Pay-331492,0.0
Emp-331523,0.0
Est-331523,0.0
Pay-331523,0.0
Emp-331524,0.0
Est-331524,0.0
Pay-331524,0.0
Emp-331529,0.0
Est-331529,0.0
Pay-331529,0.0
Emp-332114,0.0
Est-332114,0.0
Pay-332114,0.0
Emp-332119,0.0
Est-332119,0.0
Pay-332119,0.0
Emp-332313,0.0
Est-332313,0.0
Pay-332313,0.0
Emp-332321,0.0
Est-332321,0.0
Pay-332321,0.0
Emp-332410,0.0
Est-332410,0.0
Pay-332410,0.0
Emp-332420,0.0
Est-332420,0.0
Pay-332420,0.0
Emp-332510,0.0
Est-332510,0.0
Pay-332510,0.0
Emp-332618,0.0
Est-332618,0.0
Pay-332618,0.0
Emp-332722,0.0
Est-332722,0.0
Pay-332722,0.0
Emp-332811,0.0
Est-332811,0.0
Pay-332811,0.0
Emp-332912,0.0
Est-332912,0.0
Pay-332912,0.0
Emp-332913,0.0
Est-332913,0.0
Pay-332913,0.0
Emp-332996,0.0
Est-332996,0.0
Pay-332996,0.0
Emp-333111,0.0
Est-333111,0.0
Pay-333111,0.0
Emp-333241,0.0
Est-333241,0.0
Pay-333241,0.0
Emp-333242,0.0
Est-333242,0.0
Pay-333242,0.0
Emp-333243,0.0
Est-333243,0.0
Pay-333243,0.0
Emp-333249,0.0
Est-333249,0.0
Pay-333249,0.0
Emp-333314,0.0
Est-333314,0.0
Pay-333314,0.0
Emp-333316,0.0
Est-333316,0.0
Pay-333316,0.0
Emp-333414,0.0
Est-333414,0.0
Pay-333414,0.0
Emp-333511,0.0
Est-333511,0.0
Pay-333511,0.0
Emp-333514,0.0
Est-333514,0.0
Pay-333514,0.0
Emp-333517,0.0
Est-333517,0.0
Pay-333517,0.0
Emp-333519,0.0
Est-333519,0.0
Pay-333519,0.0
Emp-333612,0.0
Est-333612,0.0
Pay-333612,0.0
Emp-333618,0.0
Est-333618,0.0
Pay-333618,0.0
Emp-333914,0.0
Est-333914,0.0
Pay-333914,0.0
Emp-333921,0.0
Est-333921,0.0
Pay-333921,0.0
Emp-333922,0.0
Est-333922,0.0
Pay-333922,0.0
Emp-333923,0.0
Est-333923,0.0
Pay-333923,0.0
Emp-333993,0.0
Est-333993,0.0
Pay-333993,0.0
Emp-333994,0.0
Est-333994,0.0
Pay-333994,0.0
Emp-333995,0.0
Est-333995,0.0
Pay-333995,0.0
Emp-334111,0.0
Est-334111,0.0
Pay-334111,0.0
Emp-334118,0.0
Est-334118,0.0
Pay-334118,0.0
Emp-334220,0.0
Est-334220,0.0
Pay-334220,0.0
Emp-334290,0.0
Est-334290,0.0
Pay-334290,0.0
Emp-334310,0.0
Est-334310,0.0
Pay-334310,0.0
Emp-334412,0.0
Est-334412,0.0
Pay-334412,0.0
Emp-334416,0.0
Est-334416,0.0
Pay-334416,0.0
Emp-334417,0.0
Est-334417,0.0
Pay-334417,0.0
Emp-334418,0.0
Est-334418,0.0
Pay-334418,0.0
Emp-334419,0.0
Est-334419,0.0
Pay-334419,0.0
Emp-334510,0.0
Est-334510,0.0
Pay-334510,0.0
Emp-334511,0.0
Est-334511,0.0
Pay-334511,0.0
Emp-334515,0.0
Est-334515,0.0
Pay-334515,0.0
Emp-334517,0.0
Est-334517,0.0
Pay-334517,0.0
Emp-334519,0.0
Est-334519,0.0
Pay-334519,0.0
Emp-334614,0.0
Est-334614,0.0
Pay-334614,0.0
Emp-335121,0.0
Est-335121,0.0
Pay-335121,0.0
Emp-335122,0.0
Est-335122,0.0
Pay-335122,0.0
Emp-335129,0.0
Est-335129,0.0
Pay-335129,0.0
Emp-335312,0.0
Est-335312,0.0
Pay-335312,0.0
Emp-335313,0.0
Est-335313,0.0
Pay-335313,0.0
Emp-335314,0.0
Est-335314,0.0
Pay-335314,0.0
Emp-335929,0.0
Est-335929,0.0
Pay-335929,0.0
Emp-335931,0.0
Est-335931,0.0
Pay-335931,0.0
Emp-335999,0.0
Est-335999,0.0
Pay-335999,0.0
Emp-336211,0.0
Est-336211,0.0
Pay-336211,0.0
Emp-336310,0.0
Est-336310,0.0
Pay-336310,0.0
Emp-336320,0.0
Est-336320,0.0
Pay-336320,0.0
Emp-336340,0.0
Est-336340,0.0
Pay-336340,0.0
Emp-336350,0.0
Est-336350,0.0
Pay-336350,0.0
Emp-336370,0.0
Est-336370,0.0
Pay-336370,0.0
Emp-336390,0.0
Est-336390,0.0
Pay-336390,0.0
Emp-336412,0.0
Est-336412,0.0
Pay-336412,0.0
Emp-336413,0.0
Est-336413,0.0
Pay-336413,0.0
Emp-336510,0.0
Est-336510,0.0
Pay-336510,0.0
Emp-337124,0.0
Est-337124,0.0
Pay-337124,0.0
Emp-337125,0.0
Est-337125,0.0
Pay-337125,0.0
Emp-337127,0.0
Est-337127,0.0
Pay-337127,0.0
Emp-337211,0.0
Est-337211,0.0
Pay-337211,0.0
Emp-337214,0.0
Est-337214,0.0
Pay-337214,0.0
Emp-337215,0.0
Est-337215,0.0
Pay-337215,0.0
Emp-337910,0.0
Est-337910,0.0
Pay-337910,0.0
Emp-337920,0.0
Est-337920,0.0
Pay-337920,0.0
Emp-339112,0.0
Est-339112,0.0
Pay-339112,0.0
Emp-339114,0.0
Est-339114,0.0
Pay-339114,0.0
Emp-339115,0.0
Est-339115,0.0
Pay-339115,0.0
Emp-339930,0.0
Est-339930,0.0
Pay-339930,0.0
Emp-339940,0.0
Est-339940,0.0
Pay-339940,0.0
Emp-339991,0.0
Est-339991,0.0
Pay-339991,0.0
Emp-339993,0.0
Est-339993,0.0
Pay-339993,0.0
Emp-339994,0.0
Est-339994,0.0
Pay-339994,0.0
Emp-423410,0.0
Est-423410,0.0
Pay-423410,0.0
Emp-423460,0.0
Est-423460,0.0
Pay-423460,0.0
Emp-423520,0.0
Est-423520,0.0
Pay-423520,0.0
Emp-423620,0.0
Est-423620,0.0
Pay-423620,0.0
Emp-423740,0.0
Est-423740,0.0
Pay-423740,0.0
Emp-423920,0.0
Est-423920,0.0
Pay-423920,0.0
Emp-424110,0.0
Est-424110,0.0
Pay-424110,0.0
Emp-424310,0.0
Est-424310,0.0
Pay-424310,0.0
Emp-424410,0.0
Est-424410,0.0
Pay-424410,0.0
Emp-424440,0.0
Est-424440,0.0
Pay-424440,0.0
Emp-424510,0.0
Est-424510,0.0
Pay-424510,0.0
Emp-424590,0.0
Est-424590,0.0
Pay-424590,0.0
Emp-424940,0.0
Est-424940,0.0
Pay-424940,0.0
Emp-424950,0.0
Est-424950,0.0
Pay-424950,0.0
Emp-425110,0.0
Est-425110,0.0
Pay-425110,0.0
Emp-448320,0.0
Est-448320,0.0
Pay-448320,0.0
Emp-451212,0.0
Est-451212,0.0
Pay-451212,0.0
Emp-481112,0.0
Est-481112,0.0
Pay-481112,0.0
Emp-481212,0.0
Est-481212,0.0
Pay-481212,0.0
Emp-481219,0.0
Est-481219,0.0
Pay-481219,0.0
Emp-483111,0.0
Est-483111,0.0
Pay-483111,0.0
Emp-483211,0.0
Est-483211,0.0
Pay-483211,0.0
Emp-485111,0.0
Est-485111,0.0
Pay-485111,0.0
Emp-485113,0.0
Est-485113,0.0
Pay-485113,0.0
Emp-485119,0.0
Est-485119,0.0
Pay-485119,0.0
Emp-485210,0.0
Est-485210,0.0
Pay-485210,0.0
Emp-485510,0.0
Est-485510,0.0
Pay-485510,0.0
Emp-486210,0.0
Est-486210,0.0
Pay-486210,0.0
Emp-487990,0.0
Est-487990,0.0
Pay-487990,0.0
Emp-488111,0.0
Est-488111,0.0
Pay-488111,0.0
Emp-488991,0.0
Est-488991,0.0
Pay-488991,0.0
Emp-488999,0.0
Est-488999,0.0
Pay-488999,0.0
Emp-493120,0.0
Est-493120,0.0
Pay-493120,0.0
Emp-493130,0.0
Est-493130,0.0
Pay-493130,0.0
Emp-511140,0.0
Est-511140,0.0
Pay-511140,0.0
Emp-511191,0.0
Est-511191,0.0
Pay-511191,0.0
Emp-512120,0.0
Est-512120,0.0
Pay-512120,0.0
Emp-512199,0.0
Est-512199,0.0
Pay-512199,0.0
Emp-512230,0.0
Est-512230,0.0
Pay-512230,0.0
Emp-512250,0.0
Est-512250,0.0
Pay-512250,0.0
Emp-512290,0.0
Est-512290,0.0
Pay-512290,0.0
Emp-515111,0.0
Est-515111,0.0
Pay-515111,0.0
Emp-517410,0.0
Est-517410,0.0
Pay-517410,0.0
Emp-519110,0.0
Est-519110,0.0
Pay-519110,0.0
Emp-519190,0.0
Est-519190,0.0
Pay-519190,0.0
Emp-522293,0.0
Est-522293,0.0
Pay-522293,0.0
Emp-522294,0.0
Est-522294,0.0
Pay-522294,0.0
Emp-523110,0.0
Est-523110,0.0
Pay-523110,0.0
Emp-523130,0.0
Est-523130,0.0
Pay-523130,0.0
Emp-523140,0.0
Est-523140,0.0
Pay-523140,0.0
Emp-523210,0.0
Est-523210,0.0
Pay-523210,0.0
Emp-523999,0.0
Est-523999,0.0
Pay-523999,0.0
Emp-524130,0.0
Est-524130,0.0
Pay-524130,0.0
Emp-525910,0.0
Est-525910,0.0
Pay-525910,0.0
Emp-532112,0.0
Est-532112,0.0
Pay-532112,0.0
Emp-532281,0.0
Est-532281,0.0
Pay-532281,0.0
Emp-532282,0.0
Est-532282,0.0
Pay-532282,0.0
Emp-532411,0.0
Est-532411,0.0
Pay-532411,0.0
Emp-532420,0.0
Est-532420,0.0
Pay-532420,0.0
Emp-533110,0.0
Est-533110,0.0
Pay-533110,0.0
Emp-541360,0.0
Est-541360,0.0
Pay-541360,0.0
Emp-541420,0.0
Est-541420,0.0
Pay-541420,0.0
Emp-541830,0.0
Est-541830,0.0
Pay-541830,0.0
Emp-541840,0.0
Est-541840,0.0
Pay-541840,0.0
Emp-541870,0.0
Est-541870,0.0
Pay-541870,0.0
Emp-551111,0.0
Est-551111,0.0
Pay-551111,0.0
Emp-561450,0.0
Est-561450,0.0
Pay-561450,0.0
Emp-561491,0.0
Est-561491,0.0
Pay-561491,0.0
Emp-561613,0.0
Est-561613,0.0
Pay-561613,0.0
Emp-561910,0.0
Est-561910,0.0
Pay-561910,0.0
Emp-562112,0.0
Est-562112,0.0
Pay-562112,0.0
Emp-562119,0.0
Est-562119,0.0
Pay-562119,0.0
Emp-562219,0.0
Est-562219,0.0
Pay-562219,0.0
Emp-611210,0.0
Est-611210,0.0
Pay-611210,0.0
Emp-611410,0.0
Est-611410,0.0
Pay-611410,0.0
Emp-611511,0.0
Est-611511,0.0
Pay-611511,0.0
Emp-611512,0.0
Est-611512,0.0
Pay-611512,0.0
Emp-611513,0.0
Est-611513,0.0
Pay-611513,0.0
Emp-611630,0.0
Est-611630,0.0
Pay-611630,0.0
Emp-621991,0.0
Est-621991,0.0
Pay-621991,0.0
Emp-622210,0.0
Est-622210,0.0
Pay-622210,0.0
Emp-622310,0.0
Est-622310,0.0
Pay-622310,0.0
Emp-711120,0.0
Est-711120,0.0
Pay-711120,0.0
Emp-711190,0.0
Est-711190,0.0
Pay-711190,0.0
Emp-711211,0.0
Est-711211,0.0
Pay-711211,0.0
Emp-711212,0.0
Est-711212,0.0
Pay-711212,0.0
Emp-811112,0.0
Est-811112,0.0
Pay-811112,0.0
Emp-811211,0.0
Est-811211,0.0
Pay-811211,0.0
Emp-811213,0.0
Est-811213,0.0
Pay-811213,0.0
Emp-812191,0.0
Est-812191,0.0
Pay-812191,0.0
Emp-812331,0.0
Est-812331,0.0
Pay-812331,0.0
Emp-812921,0.0
Est-812921,0.0
Pay-812921,0.0
Emp-812922,0.0
Est-812922,0.0
Pay-812922,0.0
Emp-212319,0.0
Est-212319,0.0
Pay-212319,0.0
Emp-311911,0.0
Est-311911,0.0
Pay-311911,0.0
Emp-333244,0.0
Est-333244,0.0
Pay-333244,0.0
Emp-335921,0.0
Est-335921,0.0
Pay-335921,0.0
Emp-524128,0.0
Est-524128,0.0
Pay-524128,0.0
Emp-311930,0.0
Est-311930,0.0
Pay-311930,0.0
Emp-333120,0.0
Est-333120,0.0
Pay-333120,0.0
Emp-333413,0.0
Est-333413,0.0
Pay-333413,0.0
Emp-336991,0.0
Est-336991,0.0
Pay-336991,0.0
Emp-336999,0.0
Est-336999,0.0
Pay-336999,0.0
Emp-311111,0.0
Est-311111,0.0
Pay-311111,0.0
Emp-311211,0.0
Est-311211,0.0
Pay-311211,0.0
Emp-326130,0.0
Est-326130,0.0
Pay-326130,0.0
Emp-326150,0.0
Est-326150,0.0
Pay-326150,0.0
Emp-326220,0.0
Est-326220,0.0
Pay-326220,0.0
Emp-333924,0.0
Est-333924,0.0
Pay-333924,0.0
Emp-486910,0.0
Est-486910,0.0
Pay-486910,0.0
Emp-313230,0.0
Est-313230,0.0
Pay-313230,0.0
Emp-335210,0.0
Est-335210,0.0
Pay-335210,0.0
Emp-483112,0.0
Est-483112,0.0
Pay-483112,0.0
Unnamed: 0,0.0
